Offenlegungslauf,Datum des Exports,Datum,Akteur,Art des Akteurs,Kampagne,Kampagne für,Name,Vorname,kandidierende Gruppierung,Kanton,Parteizugehörigkeit (Mutterpartei),Offenlegungsmeldung,Gesamtbetrag der Einnahmen (in CHF),Einnahmen durch monetäre Zuwendungen (in CHF),Wert der Einnahmen durch nichtmonetäre Zuwendungen (in CHF),Einnahmen durch Veranstaltungen (in CHF),Einnahmen durch den Verkauf von Gütern und Dienstleistungen (in CHF),Monetäre Eigenmittel (in CHF)
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Lohr,Christian,,Thurgau,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Macedo,Gabriel,,Thurgau,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Mader,Christian,,Thurgau,Eidgenössisch-Demokratische Union,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Madörin,Lukas,,Thurgau,Eidgenössisch-Demokratische Union,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Schenk,Peter,,Thurgau,Eidgenössisch-Demokratische Union,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Schmid,Pascal,,Thurgau,Schweizerische Volkspartei,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Stähl,Michèle,,Thurgau,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Strupler,Manuel,,Thurgau,Schweizerische Volkspartei,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Thurgauer Gewerbeverband,Juristische Person oder Personengesellschaft,"Häberli-Koller Brigitte (Thurgau, Die Mitte), Stark Jakob (Thurgau, Schweizerische Volkspartei), Brunner Hansjörg (Thurgau, FDP.Die Liberalen), Gutjahr Diana (Thurgau, Schweizerische Volkspartei), Hollenstein Roland (Thurgau, Die Mitte), Leu Thomas (Thurgau, FDP.Die Liberalen), Lohr Christian (Thurgau, Die Mitte), Macedo Gabriel (Thurgau, FDP.Die Liberalen), Mader Christian (Thurgau, Eidgenössisch-Demokratische Union), Madörin Lukas (Thurgau, Eidgenössisch-Demokratische Union), Schenk Peter (Thurgau, Eidgenössisch-Demokratische Union), Schmid Pascal (Thurgau, Schweizerische Volkspartei), Stähl Michèle (Thurgau, FDP.Die Liberalen), Strupler Manuel (Thurgau, Schweizerische Volkspartei), Vietze Kristiane (Thurgau, FDP.Die Liberalen)",Gruppe von Kandidierenden (namentliche Auflistung),Vietze,Kristiane,,Thurgau,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,70000.00,0.00,0.00,0.00,0.00,70000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Feller Olivier,Natürliche Person,"Feller Olivier (Waadt, FDP.Die Liberalen)",Einzelperson,Feller,Olivier,,Waadt,FDP.Die Liberalen,Offenlegung der budgetierten Einnahmen,110000.00,85000.00,15000.00,0.00,0.00,10000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Brahier,Amélie,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Voillat,Magali,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Froidevaux,Anne,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Corbat,Gauthier,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Piquerez,Clément,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Montavon,Aubin,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Juillard,Charles,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Le Centre Jura,Juristische Person oder Personengesellschaft,"Brahier Amélie (Jura, Die Mitte), Voillat Magali (Jura, Die Mitte), Froidevaux Anne (Jura, Die Mitte), Corbat Gauthier (Jura, Die Mitte), Piquerez Clément (Jura, Die Mitte), Montavon Aubin (Jura, Die Mitte), Juillard Charles (Jura, Die Mitte), Monin François (Jura, Die Mitte)",Gruppe von Kandidierenden (namentliche Auflistung),Monin,François,,Jura,Die Mitte,Offenlegung der budgetierten Einnahmen,70000.00,15000.00,0.00,0.00,0.00,55000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Schweizerische Volkspartei von Appenzell Ausserrhoden,Juristische Person oder Personengesellschaft,"Zuberbühler David (Appenzell Ausserrhoden, Schweizerische Volkspartei)",Einzelperson,Zuberbühler,David,,Appenzell Ausserrhoden,Schweizerische Volkspartei,Offenlegung der budgetierten Einnahmen,57000.00,45000.00,0.00,0.00,0.00,12000.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Jungsozialist*innen des Kantons Zürich,Juristische Person oder Personengesellschaft,"Rohrer Sofia (Zürich, Übrige politische Parteien), Mitondo Florine (Zürich, Übrige politische Parteien), Vareni Dario (Zürich, Übrige politische Parteien), Muster Valeria (Zürich, Übrige politische Parteien), Columberg Leandra (Zürich, Übrige politische Parteien), Gürsoy Selay (Zürich, Übrige politische Parteien), Fischer Laura (Zürich, Übrige politische Parteien), Weidmann Michi (Zürich, Übrige politische Parteien), Akdemir Eda (Zürich, Übrige politische Parteien), Schulz Lois (Zürich, Übrige politische Parteien), Stettler Somon (Zürich, Übrige politische Parteien), Witzig Dimitri (Zürich, Übrige politische Parteien), Frauchiger Anna Luna (Zürich, Übrige politische Parteien), Voss Pia (Zürich, Übrige politische Parteien), Muggli Silas (Zürich, Übrige politische Parteien), Wiesendanger Alina (Zürich, Übrige politische Parteien), Lohrer Saamel (Zürich, Übrige politische Parteien), Semenova Daria (Zürich, Übrige politische Parteien), Sharabi Rebecca (Zürich, Übrige politische Parteien), Siegfried Wanda (Zürich, Übrige politische Parteien), Bosshard Leonardo (Zürich, Übrige politische Parteien), Onambele Alma (Zürich, Übrige politische Parteien), Bono Chiara (Zürich, Übrige politische Parteien), Löffler Alicia (Zürich, Übrige politische Parteien), Landau Ben (Zürich, Übrige politische Parteien), Wehrli Finn (Zürich, Übrige politische Parteien), Forestier Sarina (Zürich, Übrige politische Parteien), Suter Jan (Zürich, Übrige politische Parteien), Rüegg Rafael (Zürich, Übrige politische Parteien), Nater Nora (Zürich, Übrige politische Parteien), Käser Lukas (Zürich, Übrige politische Parteien), Speer Jelena (Zürich, Übrige politische Parteien), Lusti Gian (Zürich, Übrige politische Parteien), Hammad Nevin (Zürich, Sozialdemokratische Partei der Schweiz), Siegrist Nicola (Zürich, Sozialdemokratische Partei der Schweiz), Yildiz Efe (Zürich, Sozialdemokratische Partei der Schweiz)",Gruppe von Kandidierenden (namentliche Auflistung),Rohrer,Sofia,,Zürich,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,89500.00,73500.00,0.00,0.00,3500.00,12500.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Jungsozialist*innen des Kantons Zürich,Juristische Person oder Personengesellschaft,"Rohrer Sofia (Zürich, Übrige politische Parteien), Mitondo Florine (Zürich, Übrige politische Parteien), Vareni Dario (Zürich, Übrige politische Parteien), Muster Valeria (Zürich, Übrige politische Parteien), Columberg Leandra (Zürich, Übrige politische Parteien), Gürsoy Selay (Zürich, Übrige politische Parteien), Fischer Laura (Zürich, Übrige politische Parteien), Weidmann Michi (Zürich, Übrige politische Parteien), Akdemir Eda (Zürich, Übrige politische Parteien), Schulz Lois (Zürich, Übrige politische Parteien), Stettler Somon (Zürich, Übrige politische Parteien), Witzig Dimitri (Zürich, Übrige politische Parteien), Frauchiger Anna Luna (Zürich, Übrige politische Parteien), Voss Pia (Zürich, Übrige politische Parteien), Muggli Silas (Zürich, Übrige politische Parteien), Wiesendanger Alina (Zürich, Übrige politische Parteien), Lohrer Saamel (Zürich, Übrige politische Parteien), Semenova Daria (Zürich, Übrige politische Parteien), Sharabi Rebecca (Zürich, Übrige politische Parteien), Siegfried Wanda (Zürich, Übrige politische Parteien), Bosshard Leonardo (Zürich, Übrige politische Parteien), Onambele Alma (Zürich, Übrige politische Parteien), Bono Chiara (Zürich, Übrige politische Parteien), Löffler Alicia (Zürich, Übrige politische Parteien), Landau Ben (Zürich, Übrige politische Parteien), Wehrli Finn (Zürich, Übrige politische Parteien), Forestier Sarina (Zürich, Übrige politische Parteien), Suter Jan (Zürich, Übrige politische Parteien), Rüegg Rafael (Zürich, Übrige politische Parteien), Nater Nora (Zürich, Übrige politische Parteien), Käser Lukas (Zürich, Übrige politische Parteien), Speer Jelena (Zürich, Übrige politische Parteien), Lusti Gian (Zürich, Übrige politische Parteien), Hammad Nevin (Zürich, Sozialdemokratische Partei der Schweiz), Siegrist Nicola (Zürich, Sozialdemokratische Partei der Schweiz), Yildiz Efe (Zürich, Sozialdemokratische Partei der Schweiz)",Gruppe von Kandidierenden (namentliche Auflistung),Mitondo,Florine,,Zürich,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,89500.00,73500.00,0.00,0.00,3500.00,12500.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Jungsozialist*innen des Kantons Zürich,Juristische Person oder Personengesellschaft,"Rohrer Sofia (Zürich, Übrige politische Parteien), Mitondo Florine (Zürich, Übrige politische Parteien), Vareni Dario (Zürich, Übrige politische Parteien), Muster Valeria (Zürich, Übrige politische Parteien), Columberg Leandra (Zürich, Übrige politische Parteien), Gürsoy Selay (Zürich, Übrige politische Parteien), Fischer Laura (Zürich, Übrige politische Parteien), Weidmann Michi (Zürich, Übrige politische Parteien), Akdemir Eda (Zürich, Übrige politische Parteien), Schulz Lois (Zürich, Übrige politische Parteien), Stettler Somon (Zürich, Übrige politische Parteien), Witzig Dimitri (Zürich, Übrige politische Parteien), Frauchiger Anna Luna (Zürich, Übrige politische Parteien), Voss Pia (Zürich, Übrige politische Parteien), Muggli Silas (Zürich, Übrige politische Parteien), Wiesendanger Alina (Zürich, Übrige politische Parteien), Lohrer Saamel (Zürich, Übrige politische Parteien), Semenova Daria (Zürich, Übrige politische Parteien), Sharabi Rebecca (Zürich, Übrige politische Parteien), Siegfried Wanda (Zürich, Übrige politische Parteien), Bosshard Leonardo (Zürich, Übrige politische Parteien), Onambele Alma (Zürich, Übrige politische Parteien), Bono Chiara (Zürich, Übrige politische Parteien), Löffler Alicia (Zürich, Übrige politische Parteien), Landau Ben (Zürich, Übrige politische Parteien), Wehrli Finn (Zürich, Übrige politische Parteien), Forestier Sarina (Zürich, Übrige politische Parteien), Suter Jan (Zürich, Übrige politische Parteien), Rüegg Rafael (Zürich, Übrige politische Parteien), Nater Nora (Zürich, Übrige politische Parteien), Käser Lukas (Zürich, Übrige politische Parteien), Speer Jelena (Zürich, Übrige politische Parteien), Lusti Gian (Zürich, Übrige politische Parteien), Hammad Nevin (Zürich, Sozialdemokratische Partei der Schweiz), Siegrist Nicola (Zürich, Sozialdemokratische Partei der Schweiz), Yildiz Efe (Zürich, Sozialdemokratische Partei der Schweiz)",Gruppe von Kandidierenden (namentliche Auflistung),Vareni,Dario,,Zürich,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,89500.00,73500.00,0.00,0.00,3500.00,12500.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Jungsozialist*innen des Kantons Zürich,Juristische Person oder Personengesellschaft,"Rohrer Sofia (Zürich, Übrige politische Parteien), Mitondo Florine (Zürich, Übrige politische Parteien), Vareni Dario (Zürich, Übrige politische Parteien), Muster Valeria (Zürich, Übrige politische Parteien), Columberg Leandra (Zürich, Übrige politische Parteien), Gürsoy Selay (Zürich, Übrige politische Parteien), Fischer Laura (Zürich, Übrige politische Parteien), Weidmann Michi (Zürich, Übrige politische Parteien), Akdemir Eda (Zürich, Übrige politische Parteien), Schulz Lois (Zürich, Übrige politische Parteien), Stettler Somon (Zürich, Übrige politische Parteien), Witzig Dimitri (Zürich, Übrige politische Parteien), Frauchiger Anna Luna (Zürich, Übrige politische Parteien), Voss Pia (Zürich, Übrige politische Parteien), Muggli Silas (Zürich, Übrige politische Parteien), Wiesendanger Alina (Zürich, Übrige politische Parteien), Lohrer Saamel (Zürich, Übrige politische Parteien), Semenova Daria (Zürich, Übrige politische Parteien), Sharabi Rebecca (Zürich, Übrige politische Parteien), Siegfried Wanda (Zürich, Übrige politische Parteien), Bosshard Leonardo (Zürich, Übrige politische Parteien), Onambele Alma (Zürich, Übrige politische Parteien), Bono Chiara (Zürich, Übrige politische Parteien), Löffler Alicia (Zürich, Übrige politische Parteien), Landau Ben (Zürich, Übrige politische Parteien), Wehrli Finn (Zürich, Übrige politische Parteien), Forestier Sarina (Zürich, Übrige politische Parteien), Suter Jan (Zürich, Übrige politische Parteien), Rüegg Rafael (Zürich, Übrige politische Parteien), Nater Nora (Zürich, Übrige politische Parteien), Käser Lukas (Zürich, Übrige politische Parteien), Speer Jelena (Zürich, Übrige politische Parteien), Lusti Gian (Zürich, Übrige politische Parteien), Hammad Nevin (Zürich, Sozialdemokratische Partei der Schweiz), Siegrist Nicola (Zürich, Sozialdemokratische Partei der Schweiz), Yildiz Efe (Zürich, Sozialdemokratische Partei der Schweiz)",Gruppe von Kandidierenden (namentliche Auflistung),Muster,Valeria,,Zürich,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,89500.00,73500.00,0.00,0.00,3500.00,12500.00
Nationalratswahlen 2023,08.09.2023,22.10.2023,Jungsozialist*innen des Kantons Zürich,Juristische Person oder Personengesellschaft,"Rohrer Sofia (Zürich, Übrige politische Parteien), Mitondo Florine (Zürich, Übrige politische Parteien), Vareni Dario (Zürich, Übrige politische Parteien), Muster Valeria (Zürich, Übrige politische Parteien), Columberg Leandra (Zürich, Übrige politische Parteien), Gürsoy Selay (Zürich, Übrige politische Parteien), Fischer Laura (Zürich, Übrige politische Parteien), Weidmann Michi (Zürich, Übrige politische Parteien), Akdemir Eda (Zürich, Übrige politische Parteien), Schulz Lois (Zürich, Übrige politische Parteien), Stettler Somon (Zürich, Übrige politische Parteien), Witzig Dimitri (Zürich, Übrige politische Parteien), Frauchiger Anna Luna (Zürich, Übrige politische Parteien), Voss Pia (Zürich, Übrige politische Parteien), Muggli Silas (Zürich, Übrige politische Parteien), Wiesendanger Alina (Zürich, Übrige politische Parteien), Lohrer Saamel (Zürich, Übrige politische Parteien), Semenova Daria (Zürich, Übrige politische Parteien), Sharabi Rebecca (Zürich, Übrige politische Parteien), Siegfried Wanda (Zürich, Übrige politische Parteien), Bosshard Leonardo (Zürich, Übrige politische Parteien), Onambele Alma (Zürich, Übrige politische Parteien), Bono Chiara (Zürich, Übrige politische Parteien), Löffler Alicia (Zürich, Übrige politische Parteien), Landau Ben (Zürich, Übrige politische Parteien), Wehrli Finn (Zürich, Übrige politische Parteien), Forestier Sarina (Zürich, Übrige politische Parteien), Suter Jan (Zürich, Übrige politische Parteien), Rüegg Rafael (Zürich, Übrige politische Parteien), Nater Nora (Zürich, Übrige politische Parteien), Käser Lukas (Zürich, Übrige politische Parteien), Speer Jelena (Zürich, Übrige politische Parteien), Lusti Gian (Zürich, Übrige politische Parteien), Hammad Nevin (Zürich, Sozialdemokratische Partei der Schweiz), Siegrist Nicola (Zürich, Sozialdemokratische Partei der Schweiz), Yildiz Efe (Zürich, Sozialdemokratische Partei der Schweiz)",Gruppe von Kandidierenden (namentliche Auflistung),Columberg,Leandra,,Zürich,Übrige politische Parteien,Offenlegung der budgetierten Einnahmen,89500.00,73500.00,0.00,0.00,3500.00,12500.00
